x1i10hfl href,x168nmei src,x193iq5w,x1lliihq,x1lliihq (2),x1lliihq (3),x193iq5w (2)
https://www.facebook.com/marketplace/item/722338243785362/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496722877_122183971064291460_4504938957841303243_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Clw9Kcw9M-4Q7kNvwESSEtQ&_nc_oc=AdmktqWMGBZXHay_ziV99zwydRA_m-w0_nazskSsEwYcuO67IBKRiqJCyXJzvDunLYI&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfJI7f4Wm6bP5FZ4QwIQK7e27vLAsXJ6YOyp8DKngQ54aQ&oe=682C7705,"CA$3,200",2003 BMW x5,"Mississauga, ON",298K km,
https://www.facebook.com/marketplace/item/1254355142272208/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/463603928_1217394399596404_4416399665283287342_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=RoWGG1QKx_8Q7kNvwGP4Bdo&_nc_oc=Admix7hHMjRQkasl5rjvTx_M1Hha_rKfyLDcrvDdDTuG1xZqC3zBIaaDKr-y89YUETk&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfJZEm2FxeEFCE_fZPE3hwYYnhCLMuZAfbPWMqJKpJ11dw&oe=682C9FA8,"CA$19,995",2022 Mazda mazda3 gs auto i-activ awd,"Toronto, ON",41K km,
https://www.facebook.com/marketplace/item/1180529026752650/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/489733573_10233827824090383_1889663866116270331_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=zsMi2LZR0FMQ7kNvwEzKTdO&_nc_oc=AdlLG0ok4pK2GWxW-vjSQHEYqpjWOD5p8DShEUspSBlwEym15OCRYUQsbUMCc8bwBys&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfImaMAQRP1xekZwlQP_1OHH22roWW92X7evx_soMQ-p3w&oe=682C788F,"CA$4,500",2013 Hyundai elantra,"Barrie, ON",247K km,"CA$5,500"
https://www.facebook.com/marketplace/item/705551611941197/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496253984_10232747445405372_1957604661298925050_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_3pkeVzp3RUQ7kNvwHx8EGv&_nc_oc=Adm2jyelefpyPzNXi0U6qnxRIK5pYv4KoeSzFuOzjGMaeZHCOQ3kh5wfNUZBEMgwt3o&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfINhIMbmuDni7_KhMTXn4vs0IMnYQQm0134n48lzhSF7Q&oe=682C9A77,"CA$7,000",2011 Toyota camry,"St Catharines, ON",243K km,
https://www.facebook.com/marketplace/item/2542410756106994/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495203862_24421276600793712_1019735368514400333_n.jpg?stp=c448.0.1153.1153a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=j4R5_Fyw5j0Q7kNvwHZrfSj&_nc_oc=AdloYs3FS1e1aZXk8a3hofWQT2YcawOgWiW9bdI6ivVOspX63PFE8O2Lexv-bCQSRMw&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfLTwhrX4j9SOsZ0ajwfmu_YK3zg4wcUeMzvrohqeXN6aw&oe=682C8F51,"CA$10,995",2017 Ford taurus,"Woodstock, ON",67K km,
https://www.facebook.com/marketplace/item/2131427450627290/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/488712139_1198314785215280_6454017558274017747_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=IvtbX68qo50Q7kNvwHg21pg&_nc_oc=AdmegUsrx58Wvd0SPJagw7GvwvJ1FAFNruACeT8V3pOZSqZoSFmqY965WunmZPJkp98&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfLlSbwpFtdpg9FaDMGD7Hs7SCxnnibCTBSyALUD9SH1TA&oe=682CA4E3,"CA$16,800",2017 Honda civic,"Barrie, ON",90K km,
https://www.facebook.com/marketplace/item/2527752380900036/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495629975_997314425933302_1483113035610393481_n.jpg?stp=c0.169.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=zFDIWNeG7BoQ7kNvwEqELdi&_nc_oc=AdmxjUmIWrbCGLxpBdoRA3FytVG5Af9BmsGlCmrbVi_8d89_nx0qADhpFPuE_9TWXC0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfKKEN5XML6z92AJYQGtX_lg5JNd_4R9yIS8aecHLbaR9Q&oe=682C88B9,"CA$12,990",2016 Toyota corolla,"Toronto, ON",211K km,
https://www.facebook.com/marketplace/item/991611719831527/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496944401_3969847816591610_1784827214979063418_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Uyhyn-tNnXUQ7kNvwE0y6F8&_nc_oc=AdmIdnka6xD4KBtHQA0DcbERhPIE4JEujTlupOlWOFK8cV79Mh142luOUbWwgaVKedw&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfJ0A_ptyx9Vvy9zgcqDvpZrJvf7yKXtyFkD-PPNBHpztQ&oe=682C7CC2,"CA$2,900",2007 Mazda mazda3,"Brampton, ON",285K km,
https://www.facebook.com/marketplace/item/1237465228162393/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497400416_122127651458652569_92088310042948840_n.jpg?stp=c0.296.1152.1152a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=H9ZgJjm_twUQ7kNvwGsXoON&_nc_oc=Adk1MU47fEa1PnrfJsMtHPxDhpKq26JBbh1xCOXQnd0bacB-TRWltac9FosqSqPnQfs&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfIdIve4DbwirqWnOJPC2jMBHy6M53F8xxXbe2W78oBVew&oe=682C7738,"CA$9,000",2017 Nissan altima,"Halton Hills, ON",256K km,"CA$10,500"
https://www.facebook.com/marketplace/item/586629804094642/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/473217712_613246981072770_8244808482589268563_n.jpg?stp=c44.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=NFeZM2xCOtMQ7kNvwEp69_Z&_nc_oc=AdnZgcQXU7XqvJy48_iAGqxBxVR6OfVM49Mvd6-h2G3P3wmjwWgDLCVY-F_V5w6xrKs&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfIWBU36A19pDQbfJfG6rspmxA6sQLQXD5JRdW38FLgRSw&oe=682C7427,"CA$4,250",2006 Toyota corolla,"Hamilton, ON",192K km,
https://www.facebook.com/marketplace/item/1588448301710598/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/460760744_849906457250050_6098311722608227380_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=QnaqvVUFTXoQ7kNvwHFq0tU&_nc_oc=AdnPhc-J60ysZFnlQr5V4KJ_hwyHVOuCXvlCapQBlC6yv4s5IX9odbYb8mzPEHSsly4&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfKMSg2ebAVK45MtPNcwTsKibZzXtaCOb-CmcT5TsOOI6w&oe=682C992B,"CA$4,995",2002 Mercedes-Benz c320 wagon certified,"Toronto, ON",240K km,
https://www.facebook.com/marketplace/item/1506535736978279/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497741364_670161639151910_4100749905161548613_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=IaTUfs1IMcQQ7kNvwEDKaei&_nc_oc=AdmXeCfARO_5yO7I2WD5uFkfsPW-zpuIRWOw70GgsEojQAiCVT4Ad3ZBPhQaxKR-ues&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfJl05Qud2KOoYqx4yfcld8p5ZmSirgbATf6EFeWxsfFVQ&oe=682CA222,"CA$18,500",2012 Toyota 4runner,"Guelph, ON",295K km,
https://www.facebook.com/marketplace/item/1913213669447851/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496149236_10035857879797651_1974882907163693372_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=GkddSzARS7EQ7kNvwFej5dN&_nc_oc=AdnueDvr-12ljfC4j8RAMdWcr0seYl9_p2PxZ3tL5DMy9vfgqHDLqYCDz7BrFJSupjI&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfK3wEHzTSCBtg7TOuaFJXz1MdL1zNcUUIijgLBCy-aGPw&oe=682CA545,"CA$5,999",2018 Chevrolet malibu,"Cambridge, ON",191K km,
https://www.facebook.com/marketplace/item/2096308404170075/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496945045_122150851988522776_9142430932255929289_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=nYa9xmApxqkQ7kNvwGFDLZQ&_nc_oc=AdnWD2xzv2GYt8eYRwI3AwenJp6u7TZT6C9aGu-dkyQwiRbB5-8m3ksxeS0XaIVAVek&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfIPWRje4EfF0tipgNjFAudbfpCT3e_4p9EJvQzZW6KUUw&oe=682C9204,"CA$5,000",2013 Mazda mazda3,"Toronto, ON",180K km,
https://www.facebook.com/marketplace/item/719136060457191/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/484601153_573335872393246_662148144719811894_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=IfvDTvXYs7kQ7kNvwF3IX5P&_nc_oc=AdliCvQsjUo9JJ2tD9GMnzbXUKgdzPSNHLa3R7DM6XIIwHeJH8p_KQftmZy2vcQ4PTY&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfIM_lZbp40fNlHf-nRfFqD5YjijuvXp5Ygl2x80_CClug&oe=682C904D,"CA$14,995",2015 Tesla model s,"Toronto, ON",255K km,
https://www.facebook.com/marketplace/item/685219684443904/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/484585074_4131567230406204_2279147319970208166_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=1MPq1mkA0LEQ7kNvwHklQjw&_nc_oc=Adk0931ytydJymBfA3WNO4rRYhK4iw9-XJqqrNciTstCCOfUmUV6lOVLL2yvNaiI9Y8&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfLdxvOg-8lZgy6cAL7wkRueFPCdvW2Fm6aluKQV73N8ZQ&oe=682C7D21,"CA$16,995",2019 Tesla model 3,"Toronto, ON",204K km,
https://www.facebook.com/marketplace/item/1185882876172361/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495616178_711255824896797_3342950281215026967_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=XvV-Rlvo638Q7kNvwF7q6Hb&_nc_oc=Adk5X4ZmG0ITGjcsLtRg54i-oNTFyVIgtoOxr-9nAVIZn9MFFC91rWSadREXqQ7vnb0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfKJEIUW4_sgsI9tXz64gLeEREGuGfv8dzxiDgIzHm17qQ&oe=682CAA53,"CA$14,000",2020 Honda civic,"Brampton, ON",198K km,
https://www.facebook.com/marketplace/item/575575912233314/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497438745_4201659136721813_1378657686865405502_n.jpg?stp=c192.0.1153.1153a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=lSmWnruDL0UQ7kNvwGTStGt&_nc_oc=AdnpaAdVRIfdO7UDw7LPnnGD0T5lLt4hzpT7fPn0iXtmTDY93KFh5gRWjmw4kyYFToQ&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfKzwV7csvStp5pLTvSYQI0DYCuqL9Q99PVP5pZVKVzbbg&oe=682CA4CA,"CA$5,999",2013 Honda civic,"Mississauga, ON",300K km,
https://www.facebook.com/marketplace/item/1071264984881947/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495145995_122202497174099050_4376603635862945397_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=mao1Iy7v-84Q7kNvwH5aZaC&_nc_oc=AdmoStlxfGdJJk0L6q2Oqo91w1GkloTSzQx-lIrseFFrMvWzcMft68JxqcZWO3mHrEo&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfKVWgadH78njuhvJxKjlIetl1tQbNvY878ymu4EsC5RTA&oe=682C8E0D,"CA$2,000",2008 Honda civic,"Brampton, ON",300K km,"CA$2,500"
https://www.facebook.com/marketplace/item/1025953176183533/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497609363_122238562058282552_3941043517686509020_n.jpg?stp=c256.0.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=0PUO7w8K5kIQ7kNvwEcpW-f&_nc_oc=AdkpF8AqRlrXHjlgMNte6ExhdVltU5wY0-n5cSUYv_ydKRU9-ickPI5Y9wGtCML1In0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfLeH0XZo9iBz8-8hzR1FZt5uPxK1Igs9IonPeJsHfLm0Q&oe=682C7F9E,"CA$2,600",2012 Volkswagen golf,"Toronto, ON",243K km,
https://www.facebook.com/marketplace/item/3021713771314889/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/469642115_568748055913749_5203696337851720822_n.jpg?stp=c145.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=aUoyP1QqHdgQ7kNvwFNtMI7&_nc_oc=Admwx2xNNELXned5m0_SeGl_b3SRrzDH102UY7dN-_cbwd_Ngo8YyGTmSfIZhk8XVH0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=KjFOi49zO47gnRXJEG2DBw&oh=00_AfJ4MZahi_Kme9zzpbxIQLql2pOcqy5EWILwiO2MOFzjhg&oe=682C7A49,"CA$12,500",1987 Porsche porsche,"New Tecumseth, ON",165K km,
https://www.facebook.com/marketplace/item/1241285974223482/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497444988_4049494805294373_1765028933650834759_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=FbpYTAszoQ4Q7kNvwF45FQ-&_nc_oc=AdmCDzbAmT_mE6ZEHJmBbWaJholrN1kq--pr6_wOTyNH72wn9nlEPwbVrb9Zl8kzxOE&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=KjFOi49zO47gnRXJEG2DBw&oh=00_AfJ5wS3x7hrObUs82cGw-e5EvcU7QU6oDVoxV4X2KdHtMQ&oe=682C8FFE,"CA$5,400",2012 Volkswagen jetta,"Brampton, ON",196K km,
https://www.facebook.com/marketplace/item/2989280884555080/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496390060_10163653171154749_2780472849543337983_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=54qKUAFokMoQ7kNvwHk698h&_nc_oc=Adl5J6CGYK0Gk16PY90saqRjSJGiKSlY4FlsqTNR3cl3fwMGnf-OG7c3qnWJp_kjj8o&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=KjFOi49zO47gnRXJEG2DBw&oh=00_AfKKoEMUV2YfiTmuD7EnMfqMCvRzexU0tKSRg8R0c_Q7OA&oe=682C84D2,"CA$19,900",2011 Nissan 370z,"Toronto, ON",159K km,
https://www.facebook.com/marketplace/item/732560239335304/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497385249_1211511453750677_2826205752117876033_n.jpg?stp=c0.126.1153.1153a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=kZ9fd-eF3FgQ7kNvwEWPxBl&_nc_oc=AdnAwBGPjYhJdsuiloX5GyBdpKPXzAkAtyou2-S34BMa2yHIT4-7yGQlnq-5ReZRDlQ&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=KjFOi49zO47gnRXJEG2DBw&oh=00_AfK9J9LC6MGU4RYxrSIlwspzesBbhOVlOghgKsSK_iQ6Yw&oe=682C983F,"CA$5,500",2007 Mazda mazda3,"Mississauga, ON",150K km,"CA$5,999"
https://www.facebook.com/marketplace/item/1038603587672056/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496130649_1371592827455219_2726506883431886498_n.jpg?stp=c0.169.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=UWu0T9X8NS4Q7kNvwFD0UOS&_nc_oc=AdkpYGqxUdu1qHspzYpcpMdVCNV8Z2q6YcWU-bkqx_CxgfKrUx6ZkyM43RmFhGDrJSY&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=KjFOi49zO47gnRXJEG2DBw&oh=00_AfKO0xgfoATubFGStHpHLVseJoy5za1aBwXZx4RfOO7Ajw&oe=682C899E,"CA$3,300",2015 Volkswagen jetta,"Toronto, ON",226K km,
https://www.facebook.com/marketplace/item/1027383855616739/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495594696_1007163584953243_5933874829650871047_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=n4Z8kYpQvSYQ7kNvwEH-jfY&_nc_oc=AdmsbkbK9ivqaFIDdC9W4Gs0njad3yFeKzzwSAmWLiOabUTuYZlgECrwt1xnzZmnXnc&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=KjFOi49zO47gnRXJEG2DBw&oh=00_AfKiFzYGfDk5eK1NPN6QxdR4kKmjWmqdCj9_wfEceXODYg&oe=682C7A8C,"CA$1,500",2000 Toyota celica,"Toronto, ON",220K km,"CA$2,000"
https://www.facebook.com/marketplace/item/1203338971242483/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496182776_122161104644369561_8374067105104858464_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=bZiKp7wiwG4Q7kNvwG-TseV&_nc_oc=Adli8tXBc7jSFssL4doz-t9TgVeYqsvJwpF0UZ11dSlPQXbETsocrQkunlTrdqCK6es&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=KjFOi49zO47gnRXJEG2DBw&oh=00_AfJ1Cq5IJ9nz0Mqcaikl6B9CnE4iHY0DnE5-poh4MY8JXw&oe=682C7CF4,"CA$2,900",2012 Ford focus,"Toronto, ON",192K km,"CA$3,200"
https://www.facebook.com/marketplace/item/1088267356472901/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497402995_3676073946026754_834305277298802294_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_KstzL3ktL4Q7kNvwEfiUuB&_nc_oc=Adm9o7QPo3GtunuzZrC6zWbj_oqfXK5OlQV3BHha13w_hxXZlack-iMHAkJ78gbfGJE&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=KjFOi49zO47gnRXJEG2DBw&oh=00_AfK6l6_iXixAPPdbCUt0R9X9kqaM3V4L5t_l0UIlTfqX-Q&oe=682C7B29,"CA$4,000",2012 Volkswagen passat,"Toronto, ON",290K km,"CA$5,000"
https://www.facebook.com/marketplace/item/1036008001852187/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495064967_10163472100180625_2452241689266832834_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=R5eAbckaoZAQ7kNvwE1vhBu&_nc_oc=AdlWjOZbt8uQcKDE5pZfo_qmrcbaFlTMWlLauHss87YKjqkCV0FzRzG8ChCuOgzML7M&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=KjFOi49zO47gnRXJEG2DBw&oh=00_AfISWSs8VPI6kkxSvKf6z7sg092zl7myvuexR4SzoqU2FA&oe=682CA88D,"CA$15,000",2002 Ford thunderbird,"Hamilton, ON",233K km,
